method,path,body,single_q,double_q,dashes,braces,spaces,badWords,type
GET,/listproducts.php,,0,0,0,0,0,0,1
GET,/listproducts.php?cat=1,,0,0,0,0,0,0,1
GET,/listproducts.php?cat=2,,0,0,0,0,0,0,1
POST,/guestbook.php,submit=add%20message&name=anonymous%20user&text=1,0,0,0,0,2,0,1
GET,/comment.php?aid=2,,0,0,0,0,0,0,1
GET,/comment.php?aid=1,,0,0,0,0,0,0,1
GET,/artists.php?artist=3,,0,0,0,0,0,0,1
POST,/userinfo.php,pass=g00dPa%24%24w0rD&uname=mrlmbhnx,0,0,0,0,0,0,1
GET,/listproducts.php?cat=4,,0,0,0,0,0,0,1
GET,/comment.php?aid=3,,0,0,0,0,0,0,1
GET,/signup.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/,,0,0,0,0,0,0,1
GET,/AJAX/categories.php,,0,0,0,0,0,0,1
GET,/AJAX/artists.php,,0,0,0,0,0,0,1
GET,/AJAX/titles.php,,0,0,0,0,0,0,1
GET,/Templates/,,0,0,0,0,0,0,1
GET,/Flash/,,0,0,0,0,0,0,1
GET,/images/,,0,0,0,0,0,0,1
GET,/redir.php?r=http://www.eclectasy.com/Fractal-Explorer/index.html,,0,0,0,0,0,0,1
GET,/redir.php,,0,0,0,0,0,0,1
GET,/AJAX/,,0,0,0,0,0,0,1
POST,/cart.php,addcart=4&price=1000,0,0,0,0,0,0,1
POST,/cart.php,addcart=3&price=986,0,0,0,0,0,0,1
POST,/cart.php,addcart=2&price=800,0,0,0,0,0,0,1
GET,/hpp/?pp=12,,0,0,0,0,0,0,1
GET,/listproducts.php?artist=1,,0,0,0,0,0,0,1
GET,/comment.php?pid=4,,0,0,0,0,0,0,1
GET,/comment.php?pid=1,,0,0,0,0,0,0,1
GET,/comment.php?pid=5,,0,0,0,0,0,0,1
GET,/comment.php?pid=3,,0,0,0,0,0,0,1
GET,/comment.php?pid=7,,0,0,0,0,0,0,1
POST,/comment.php,Submit=Submit&comment=1&name=<your%20name%20here>&phpaction=echo%20%24_POST%5bcomment%5d;,0,0,0,0,3,0,1
GET,/comment.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/images,,0,0,0,0,0,0,1
GET,/comment.php?pid=2,,0,0,0,0,0,0,1
GET,/listproducts.php?artist=2,,0,0,0,0,0,0,1
GET,/comment.php?pid=6,,0,0,0,0,0,0,1
GET,/listproducts.php?artist=3,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/color-printer/3,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/color-printer,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details,,0,0,0,0,0,0,1
GET,/secured/newuser.php,,0,0,0,0,0,0,1
POST,/secured/newuser.php,signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=g00dPa%24%24w0rD&upass2=g00dPa%24%24w0rD&uphone=555-666-0606&urname=nwnhhtgs&uuname=rajmujqu,0,0,0,0,2,0,1
GET,/secured,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/color-printer/3/,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/,,0,0,0,0,0,0,1
GET,/secured/,,0,0,0,0,0,0,1
GET,/hpp/params.php,,0,0,0,0,0,0,1
GET,/hpp/params.php?aaaa=,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/images/,,0,0,0,0,0,0,1
GET,/hpp/params.php?p=valid&pp=12,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-1,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/RateProduct-2.html,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-3,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/RateProduct-3.html,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-2,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-3/,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-2/,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/BuyProduct-1/,,0,0,0,0,0,0,1
GET,/,,0,0,0,0,0,0,1
POST,/AJAX/showxml.php,"<xml><node name=""nodename1"">nodetext1</node><node name=""nodename2"">nodetext2</node></xml>",0,4,0,0,2,0,1
GET,/AJAX/infoartist.php?id=1,,0,0,0,0,0,0,1
GET,/AJAX/infoartist.php?id=2,,0,0,0,0,0,0,1
GET,/AJAX/infoartist.php?id=3,,0,0,0,0,0,0,1
GET,/AJAX/infocateg.php?id=1,,0,0,0,0,0,0,1
GET,/AJAX/infocateg.php?id=2,,0,0,0,0,0,0,1
GET,/AJAX/infocateg.php?id=3,,0,0,0,0,0,0,1
GET,/AJAX/infocateg.php?id=4,,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=1,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=2,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=3,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=4,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=5,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=6,0,0,0,0,0,0,1
POST,/AJAX/infotitle.php,id=7,0,0,0,0,0,0,1
GET,/AJAX/infocateg.php,,0,0,0,0,0,0,1
GET,/AJAX/infoartist.php,,0,0,0,0,0,0,1
GET,/AJAX/showxml.php,,0,0,0,0,0,0,1
GET,/AJAX/infotitle.php,,0,0,0,0,0,0,1
GET,/_mmServerScripts/mysql.php,,0,0,0,0,0,0,1
GET,/.idea/modules.xml,,0,0,0,0,0,0,1
GET,/.idea/scopes/scope_settings.xml,,0,0,0,0,0,0,1
GET,/.idea/workspace.xml,,0,0,0,0,0,0,1
GET,/_mmServerScripts/MMHTTPDB.php,,0,0,0,0,0,0,1
GET,/.idea/acuart.iml,,0,0,0,0,0,0,1
GET,/.idea/encodings.xml,,0,0,0,0,0,0,1
GET,/.idea/.name,,0,0,0,0,0,0,1
GET,/.idea/misc.xml,,0,0,0,0,0,0,1
GET,/.idea/vcs.xml,,0,0,0,0,0,0,1
GET,/admin/create.sql,,0,0,0,0,0,0,1
GET,/adm1nPan3l/index.php,,0,0,0,0,0,0,1
GET,/AJAX/htaccess.conf,,0,0,0,0,0,0,1
GET,/404.php,,0,0,0,0,0,0,1
GET,/bxss/adminPan3l/index.php,,0,0,0,0,0,0,1
GET,/bxss/cleanDatabase.php,,0,0,0,0,0,0,1
GET,/bxss/database_connect.php,,0,0,0,0,0,0,1
GET,/bxss/index.php,,0,0,0,0,0,0,1
GET,/clearguestbook.php,,0,0,0,0,0,0,1
GET,/bxss/vuln.php,,0,0,0,0,0,0,1
GET,/bxss/test.js,,0,0,0,0,0,0,1
GET,/clientaccesspolicy.xml,,0,0,0,0,0,0,1
GET,/crossdomain.xml,,0,0,0,0,0,0,1
GET,/Connections/DB_Connection.php,,0,0,0,0,0,0,1
GET,/CVS/Repository,,0,0,0,0,0,0,1
GET,/database_connect.php,,0,0,0,0,0,0,1
GET,/hpp/index.php,,0,0,0,0,0,0,1
GET,/logout.php,,0,0,0,0,0,0,1
GET,/index.bak,,0,0,0,0,0,0,1
GET,/hpp/test.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/.htaccess,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/details.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/buy.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/index.php,,0,0,0,0,0,0,1
GET,/Mod_Rewrite_Shop/rate.php,,0,0,0,0,0,0,1
GET,/pictures/credentials.txt,,0,0,0,0,0,0,1
GET,/pictures/ipaddresses.txt,,0,0,0,0,0,0,1
GET,/pictures/path-disclosure-unix.html,,0,0,0,0,0,0,1
GET,/pictures/wp-config.bak,,0,0,0,0,0,0,1
GET,/pictures/path-disclosure-win.html,,0,0,0,0,0,0,1
GET,/pictures/WS_FTP.LOG,,0,0,0,0,0,0,1
GET,/secured/database_connect.php,,0,0,0,0,0,0,1
GET,/secured/index.php,,0,0,0,0,0,0,1
GET,/secured/office.htm,,0,0,0,0,0,0,1
GET,/secured/phpinfo.php,,0,0,0,0,0,0,1
GET,/sendcommand.php,,0,0,0,0,0,0,1
GET,/wvstests/pmwiki_2_1_19/scripts/version.php,,0,0,0,0,0,0,1
GET,/vendor/installed.json,,0,0,0,0,0,0,1
GET,/.idea/scopes,,0,0,0,0,0,0,1
GET,/adm1nPan3l,,0,0,0,0,0,0,1
GET,/bxss,,0,0,0,0,0,0,1
GET,/.idea,,0,0,0,0,0,0,1
GET,/admin,,0,0,0,0,0,0,1
GET,/_mmServerScripts,,0,0,0,0,0,0,1
GET,/CVS,,0,0,0,0,0,0,1
GET,/bxss/adminPan3l,,0,0,0,0,0,0,1
GET,/pictures,,0,0,0,0,0,0,1
GET,/Connections,,0,0,0,0,0,0,1
GET,/wvstests,,0,0,0,0,0,0,1
GET,/wvstests/pmwiki_2_1_19/scripts,,0,0,0,0,0,0,1
GET,/vendor,,0,0,0,0,0,0,1
GET,/wvstests/pmwiki_2_1_19,,0,0,0,0,0,0,1
GET,/bxss/vuln.php?id=1,,0,0,0,0,0,0,1
GET,/hpp/index.php?pp=12,,0,0,0,0,0,0,1
GET,/medias/css/main.css,,0,0,0,0,0,0,1
GET,/medias/img,,0,0,0,0,0,0,1
GET,/medias,,0,0,0,0,0,0,1
GET,/medias/js/common_functions.js,,0,0,0,0,0,0,1
GET,/medias/js,,0,0,0,0,0,0,1
GET,/secured/office_files/filelist.xml,,0,0,0,0,0,0,1
GET,/medias/css,,0,0,0,0,0,0,1
GET,/secured/office_files,,0,0,0,0,0,0,1
GET,/secured/phpinfo.php?=PHPE9568F35-D428-11d2-A769-00AA001ACF42,,0,0,0,0,0,0,1
GET,/secured/phpinfo.php?=PHPE9568F34-D428-11d2-A769-00AA001ACF42,,0,0,0,0,0,0,1
GET,/secured/phpinfo.php?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000,,0,0,0,0,0,0,1
GET,/.idea/scopes/,,0,0,0,0,0,0,1
GET,/_mmServerScripts/,,0,0,0,0,0,0,1
GET,/admin/,,0,0,0,0,0,0,1
GET,/pictures/,,0,0,0,0,0,0,1
GET,/bxss/adminPan3l/,,0,0,0,0,0,0,1
GET,/bxss/,,0,0,0,0,0,0,1
GET,/.idea/,,0,0,0,0,0,0,1
GET,/adm1nPan3l/,,0,0,0,0,0,0,1
GET,/Connections/,,0,0,0,0,0,0,1
GET,/CVS/,,0,0,0,0,0,0,1
GET,/vendor/,,0,0,0,0,0,0,1
GET,/wvstests/,,0,0,0,0,0,0,1
GET,/wvstests/pmwiki_2_1_19/,,0,0,0,0,0,0,1
GET,/wvstests/pmwiki_2_1_19/scripts/,,0,0,0,0,0,0,1
GET,/medias/img/pix.gif,,0,0,0,0,0,0,1
